patient_id,first_name,last_name,ssn,dob,age,phone,email,street,city,state,zip,mrn,diagnosis,visit_date,blood_pressure,heart_rate,temperature_f,weight_kg,height_cm,glucose_mg_dl,cholesterol_mg_dl
P0377,Thomas,Martinez,863-97-5496,1982-12-13,42,555-718-3258,thomas.martinez97@email.com,8998 Maple St,Dallas,TX,55433,MRN921169,Obesity,2025-05-05,164/108,60,98.2,85.9,159,171,208
P0378,Joseph,White,867-36-8773,1978-03-21,47,555-701-8679,joseph.white93@email.com,7659 Maple St,San Jose,CA,66202,MRN907540,Back Pain,2025-04-29,116/88,88,99.1,52.1,158,102,228
P0379,James,Thomas,929-94-6810,1964-08-20,61,555-529-7974,james.thomas88@email.com,6708 Cedar Dr,Dallas,AZ,86933,MRN124368,UTI,2025-11-12,107/69,81,98.4,105.9,188,170,247
P0380,Susan,Gonzalez,165-78-7331,1983-04-10,42,555-211-6387,susan.gonzalez73@email.com,7497 Cedar Rd,Chicago,IL,23672,MRN807668,Pneumonia,2025-08-30,94/104,98,98.2,63.1,154,168,222
P0381,Susan,Davis,398-94-9591,1999-04-17,26,555-158-7039,susan.davis67@email.com,280 Oak Rd,Fort Worth,PA,30582,MRN216123,Coronary Artery Disease,2025-02-27,143/90,64,98.0,113.3,163,103,202
P0382,Karen,Wilson,937-95-8778,1987-02-02,38,555-688-6084,karen.wilson76@email.com,3425 Elm Blvd,San Diego,CA,10975,MRN249623,Atrial Fibrillation,2025-10-27,141/98,75,98.3,113.7,181,187,268
P0383,Andrew,Johnson,854-21-5717,1949-06-23,76,555-817-5873,andrew.johnson51@email.com,2969 Pine Ave,Phoenix,NC,66633,MRN580067,Obesity,2024-12-26,113/104,96,97.2,98.9,152,131,190
P0384,Sarah,Lewis,743-78-5782,1998-12-13,26,555-843-4559,sarah.lewis64@email.com,6838 Elm St,Austin,NY,23791,MRN628896,Hypothyroidism,2025-06-15,142/88,70,97.6,85.4,179,76,168
P0385,Sandra,Gonzalez,451-61-4185,1957-11-26,68,555-110-5105,sandra.gonzalez15@email.com,2336 Maple Blvd,Charlotte,FL,18943,MRN186558,Pneumonia,2024-12-27,121/105,88,97.4,107.4,160,113,154
P0386,Joshua,Brown,281-47-3034,1939-06-03,86,555-272-2271,joshua.brown86@email.com,283 Cedar Rd,Houston,FL,56935,MRN286583,Chronic Kidney Disease,2024-11-28,94/103,94,97.5,98.8,190,96,249
P0387,Karen,Anderson,153-86-1076,2001-05-25,24,555-885-4305,karen.anderson32@email.com,6238 Oak Ave,Chicago,MA,65270,MRN129301,Diabetes Type 2,2025-06-09,114/103,64,97.6,111.8,192,112,192
P0388,John,Wilson,624-23-6359,1966-03-01,59,555-741-4105,john.wilson80@email.com,3493 Elm Blvd,Fort Worth,NY,40462,MRN324164,COPD,2025-05-30,131/71,60,98.0,72.1,174,124,267
P0389,Joseph,Williams,773-45-7045,2002-10-31,23,555-323-7735,joseph.williams39@email.com,9911 Pine St,Indianapolis,NC,32473,MRN364178,COPD,2025-01-25,131/100,84,98.7,118.1,194,104,235
P0390,Elizabeth,Lee,879-98-6209,1946-11-14,79,555-443-1289,elizabeth.lee78@email.com,9685 Pine Blvd,San Francisco,WA,40464,MRN627874,UTI,2024-12-03,91/74,61,98.5,112.8,169,130,259
P0391,Jessica,Martin,181-17-3253,1960-04-03,65,555-403-4309,jessica.martin20@email.com,6256 Oak St,San Antonio,CO,88390,MRN565280,Osteoporosis,2025-06-13,107/77,80,98.6,103.2,183,176,223
P0392,Mary,Davis,967-52-6615,1976-08-27,49,555-652-1885,mary.davis86@email.com,4168 Cedar Ave,Denver,PA,78350,MRN437260,Heart Failure,2025-04-16,170/60,64,99.2,54.9,162,83,186
P0393,Susan,Jones,193-32-9992,1981-08-11,44,555-619-2280,susan.jones55@email.com,7752 Maple Ave,Philadelphia,CA,65576,MRN285006,Cellulitis,2025-07-24,128/78,96,98.1,94.5,167,193,170
P0394,Lisa,Gonzalez,486-31-8712,1951-05-15,74,555-617-8101,lisa.gonzalez98@email.com,2653 Pine St,Jacksonville,PA,20909,MRN895720,Osteoarthritis,2025-01-28,158/69,95,98.8,68.0,179,148,266
P0395,Charles,Gonzalez,675-87-8878,1998-06-18,27,555-239-8688,charles.gonzalez26@email.com,2635 Oak St,Boston,OH,59054,MRN615326,Obesity,2025-04-30,140/107,83,98.0,71.5,187,88,254
P0396,John,Robinson,227-59-3660,1983-04-30,42,555-361-6711,john.robinson66@email.com,8105 Cedar Rd,New York,WA,60506,MRN544638,Osteoporosis,2025-07-25,121/90,62,99.3,75.3,195,77,187
P0397,Thomas,Martin,566-97-3414,1975-08-07,50,555-716-3644,thomas.martin2@email.com,2012 Main Blvd,Jacksonville,CO,86829,MRN184251,Cancer,2025-08-24,144/70,87,97.6,71.2,184,167,300
P0398,Karen,White,521-21-2790,1934-06-28,91,555-933-3338,karen.white35@email.com,3532 Cedar Blvd,Dallas,MA,32072,MRN956046,Stroke,2025-11-28,102/64,86,98.3,95.8,177,113,195
P0399,Lisa,Garcia,820-27-4244,1945-09-16,80,555-614-2806,lisa.garcia58@email.com,9391 Oak Ave,Philadelphia,MA,33950,MRN948485,Hypothyroidism,2025-08-22,123/86,88,98.6,93.7,190,112,170
P0400,Charles,Williams,486-25-5534,1999-06-13,26,555-130-4846,charles.williams62@email.com,8049 Cedar St,Boston,MA,44875,MRN888318,Diabetes Type 2,2024-12-23,164/110,62,97.2,86.6,150,166,283
P0401,Sarah,Robinson,597-70-6521,1930-05-17,95,555-444-7074,sarah.robinson88@email.com,5720 Maple Ave,Austin,WA,62228,MRN496818,Cellulitis,2025-10-30,135/81,66,97.0,110.9,175,105,156
P0402,Joshua,Brown,989-77-5578,1976-06-05,49,555-562-8785,joshua.brown66@email.com,6868 Cedar Ave,Boston,WA,52229,MRN117438,GERD,2025-05-28,95/107,80,98.7,66.3,181,172,170
P0403,Daniel,Wilson,587-94-2645,1958-07-18,67,555-721-4196,daniel.wilson92@email.com,2445 Elm Dr,San Francisco,MA,26759,MRN622112,Asthma,2025-06-27,176/95,89,97.4,81.2,157,193,288
P0404,Jessica,Davis,316-31-2465,1994-04-28,31,555-832-1478,jessica.davis21@email.com,5449 Pine Rd,San Antonio,CO,43767,MRN798281,Stroke,2024-12-20,105/102,68,99.3,94.3,181,93,235
P0405,Joseph,Robinson,689-86-2059,1964-06-03,61,555-834-7252,joseph.robinson84@email.com,9306 Pine Ave,San Antonio,TX,25163,MRN405110,Asthma,2025-10-02,101/81,97,99.3,102.1,157,164,182
P0406,Christopher,Gonzalez,690-10-6092,2000-02-06,25,555-648-4110,christopher.gonzalez50@email.com,7041 Maple Rd,Houston,OH,96998,MRN730841,UTI,2025-08-07,103/85,60,98.3,82.2,159,145,206
P0407,Ashley,Perez,566-28-5643,1989-01-01,36,555-969-1562,ashley.perez77@email.com,5345 Maple Dr,Los Angeles,TX,85231,MRN601515,GERD,2025-08-10,153/78,84,97.1,106.7,159,123,207
P0408,Patricia,Robinson,986-32-8987,1957-07-15,68,555-934-3608,patricia.robinson3@email.com,9077 Pine Rd,Fort Worth,WA,72052,MRN465226,Hypothyroidism,2025-05-12,140/64,93,98.8,69.8,162,170,174
P0409,William,Hernandez,870-84-1886,1969-04-22,56,555-770-3681,william.hernandez74@email.com,2353 Pine Blvd,Dallas,IL,37494,MRN328732,Osteoporosis,2025-08-20,173/60,83,98.8,90.3,193,107,246
P0410,Margaret,Perez,961-31-1922,1995-06-07,30,555-585-3943,margaret.perez7@email.com,2022 Elm Rd,Seattle,PA,29473,MRN757428,Osteoporosis,2025-05-06,121/62,67,97.6,84.2,194,114,246
P0411,Jennifer,Harris,574-93-7260,1972-01-23,53,555-768-8292,jennifer.harris48@email.com,290 Main St,Chicago,NY,74122,MRN772566,Migraine,2025-03-13,118/61,97,98.4,90.1,167,94,196
P0412,Matthew,Thomas,760-99-8105,1969-02-23,56,555-228-2629,matthew.thomas42@email.com,1140 Cedar Dr,Phoenix,PA,12588,MRN512925,Pneumonia,2025-02-27,157/91,64,98.3,90.9,195,101,203
P0413,Linda,Garcia,982-86-3948,2007-02-22,18,555-557-6149,linda.garcia16@email.com,741 Oak Dr,Philadelphia,WA,31130,MRN192086,Pneumonia,2025-07-20,94/65,67,98.3,75.4,184,113,258
P0414,James,Davis,407-15-9510,1970-01-09,55,555-646-8289,james.davis18@email.com,9554 Pine Rd,San Francisco,AZ,89452,MRN664353,Cancer,2025-08-13,178/66,62,97.6,63.2,169,125,184
P0415,Joshua,Moore,321-85-6882,1972-10-07,53,555-846-7914,joshua.moore10@email.com,9108 Maple Rd,Jacksonville,WA,31406,MRN519492,Atrial Fibrillation,2025-10-17,122/103,87,99.4,60.0,163,88,218
P0416,Richard,Thompson,481-82-9379,1930-09-30,95,555-529-3514,richard.thompson41@email.com,7204 Pine St,Denver,CA,20161,MRN383246,COPD,2025-03-01,104/103,95,98.0,73.1,155,162,235
P0417,Sarah,Jones,989-38-5483,2006-10-14,19,555-486-4640,sarah.jones49@email.com,1820 Main Ave,San Francisco,CO,50180,MRN717429,Stroke,2025-10-11,157/82,96,99.2,88.6,188,95,162
P0418,David,Hernandez,869-59-3960,1963-01-01,62,555-907-9711,david.hernandez71@email.com,9842 Pine Blvd,Seattle,IL,43955,MRN109958,Migraine,2025-03-11,109/102,68,97.4,89.7,167,83,244
P0419,Jessica,Perez,723-63-8500,1984-04-28,41,555-462-8678,jessica.perez65@email.com,4799 Maple Blvd,San Francisco,CO,39984,MRN420012,GERD,2025-10-15,129/86,80,99.1,94.4,154,131,173
P0420,David,Jackson,158-20-5683,1937-04-12,88,555-927-1175,david.jackson55@email.com,8434 Cedar Ave,Charlotte,FL,77503,MRN818402,Migraine,2025-03-01,179/67,85,97.0,63.3,150,178,286
P0421,Daniel,Davis,856-94-9652,1930-12-01,95,555-721-8350,daniel.davis22@email.com,8677 Oak Ave,Chicago,AZ,27474,MRN638637,Hyperlipidemia,2025-11-02,144/91,84,97.4,117.9,171,133,288
P0422,Linda,Martinez,406-71-5809,1974-08-24,51,555-102-7449,linda.martinez28@email.com,5094 Cedar Dr,New York,FL,90969,MRN989561,Stroke,2025-10-30,135/60,99,98.2,70.9,156,71,239
P0423,Elizabeth,Gonzalez,463-11-2660,1952-04-09,73,555-302-2388,elizabeth.gonzalez68@email.com,8526 Oak Blvd,Los Angeles,FL,10905,MRN263190,Hypothyroidism,2024-12-27,122/74,90,98.0,70.9,177,116,287
P0424,Sarah,Brown,549-94-8198,1987-09-28,38,555-462-8110,sarah.brown1@email.com,5985 Cedar Ave,Los Angeles,CA,47342,MRN142211,Coronary Artery Disease,2025-05-10,143/107,81,99.3,61.2,162,192,218
P0425,Linda,Wilson,600-80-9119,1991-06-24,34,555-869-7551,linda.wilson65@email.com,6470 Oak St,Los Angeles,MA,26531,MRN263097,Hyperlipidemia,2025-03-17,91/109,75,97.1,108.1,177,72,261
P0426,Donald,Martinez,388-72-2353,1953-08-12,72,555-732-3498,donald.martinez94@email.com,8476 Oak Ave,San Diego,NY,44541,MRN835005,Depression,2024-12-22,144/72,90,98.8,106.7,194,198,196
P0427,Richard,Ramirez,705-90-3436,1978-10-10,47,555-235-7574,richard.ramirez5@email.com,4586 Oak Ave,Fort Worth,MA,90801,MRN309341,Asthma,2025-11-02,138/86,93,97.8,94.3,164,126,236
P0428,Margaret,Thomas,162-75-7997,2001-07-02,24,555-212-5411,margaret.thomas47@email.com,4696 Maple Blvd,San Antonio,AZ,16233,MRN290580,Hypertension,2025-11-28,96/102,80,97.5,83.0,188,95,260
P0429,Elizabeth,Rodriguez,603-56-6476,1969-10-16,56,555-199-1223,elizabeth.rodriguez88@email.com,9140 Oak Rd,Austin,CO,57367,MRN879020,Hypothyroidism,2025-01-31,157/98,83,97.6,69.3,187,168,172
P0430,Michael,Jones,744-87-2971,2002-02-07,23,555-770-4120,michael.jones25@email.com,7403 Main St,Indianapolis,NC,54944,MRN416120,Osteoporosis,2025-03-31,115/94,69,97.1,63.4,185,134,293
P0431,Daniel,Lewis,474-67-2923,1952-11-12,73,555-594-7864,daniel.lewis68@email.com,8355 Main Ave,Denver,TX,26899,MRN403726,Hypertension,2025-02-12,97/110,72,98.9,77.8,193,89,192
P0432,Mark,Harris,621-59-7393,1956-02-09,69,555-378-4390,mark.harris24@email.com,158 Oak Dr,Philadelphia,NC,11161,MRN929053,Cancer,2025-04-09,154/105,93,97.6,109.7,168,138,291
P0433,Linda,Garcia,329-15-9741,1977-07-14,48,555-140-3427,linda.garcia36@email.com,2278 Maple St,San Antonio,CA,80070,MRN221828,Diabetes Type 2,2024-12-31,134/100,98,99.4,72.7,195,137,184
P0434,Anthony,Lewis,726-47-6318,2000-01-19,25,555-935-1170,anthony.lewis46@email.com,3692 Cedar Rd,Phoenix,TX,12049,MRN663492,Migraine,2025-02-03,103/106,84,99.4,68.0,190,122,263
P0435,Joseph,Hernandez,375-36-7479,1988-04-23,37,555-337-8109,joseph.hernandez48@email.com,2530 Pine St,Charlotte,IL,70213,MRN294015,Heart Failure,2025-08-24,162/91,71,98.6,51.5,160,115,250
P0436,Joshua,Miller,171-28-2180,1953-08-13,72,555-565-7594,joshua.miller13@email.com,8730 Oak St,Denver,NY,59528,MRN502643,Diabetes Type 2,2025-10-03,91/108,62,97.3,103.9,167,106,153
P0437,James,Sanchez,208-79-6544,1997-08-24,28,555-242-8871,james.sanchez98@email.com,9321 Pine Ave,Dallas,AZ,72771,MRN262018,Depression,2025-10-31,159/104,77,98.6,58.6,152,96,289
P0438,Charles,Brown,623-63-3323,2007-08-11,18,555-124-4713,charles.brown55@email.com,6414 Oak Rd,Dallas,CA,99707,MRN503433,Migraine,2025-10-02,152/70,67,97.6,117.0,168,161,169
P0439,Michelle,Hernandez,221-56-2389,2002-01-29,23,555-254-3917,michelle.hernandez55@email.com,8791 Maple Dr,Phoenix,WA,65737,MRN257517,Migraine,2024-12-12,128/99,78,97.9,57.3,181,164,217
P0440,Robert,Sanchez,102-29-3401,1967-09-29,58,555-499-8318,robert.sanchez93@email.com,7938 Main St,Seattle,PA,46500,MRN251695,Asthma,2025-06-16,106/71,84,97.9,84.6,180,175,235
P0441,William,Sanchez,769-41-7278,1954-03-10,71,555-609-9826,william.sanchez69@email.com,8170 Elm Dr,San Antonio,PA,20959,MRN709184,Back Pain,2025-04-27,157/96,74,98.8,66.5,150,122,154
P0442,Lisa,Moore,585-27-2804,2000-06-09,25,555-469-3283,lisa.moore38@email.com,7643 Oak Dr,Fort Worth,CA,37621,MRN968034,Depression,2025-10-31,107/67,69,97.9,51.8,177,165,163
P0443,Michael,Perez,695-19-8812,1931-10-03,94,555-130-3406,michael.perez47@email.com,2414 Main Ave,Chicago,MA,84603,MRN971437,Sleep Apnea,2025-09-13,113/90,68,98.9,98.9,169,190,255
P0444,Nancy,Anderson,900-92-1216,1971-10-17,54,555-259-1983,nancy.anderson83@email.com,626 Elm Ave,San Francisco,IL,11424,MRN515645,Sleep Apnea,2024-12-15,148/95,76,99.3,85.1,195,128,258
P0445,David,Rodriguez,194-76-7185,1991-08-21,34,555-510-1917,david.rodriguez29@email.com,6527 Oak Dr,Denver,NY,71398,MRN600607,Rheumatoid Arthritis,2024-12-29,172/85,84,97.4,106.2,191,178,199
P0446,Sarah,Brown,206-19-6942,1930-07-04,95,555-128-4924,sarah.brown37@email.com,2766 Elm St,Chicago,CA,88264,MRN111510,Hypothyroidism,2025-06-23,114/95,72,98.6,52.3,167,91,295
P0447,Andrew,Johnson,677-71-1748,2001-06-26,24,555-195-6056,andrew.johnson2@email.com,5943 Maple Blvd,San Francisco,CA,51218,MRN888363,Obesity,2025-05-30,106/104,66,97.8,112.8,182,95,278
P0448,Barbara,Smith,701-58-8814,1932-12-02,93,555-397-3641,barbara.smith20@email.com,7687 Main St,San Antonio,CA,99320,MRN785999,Coronary Artery Disease,2025-09-07,154/93,98,98.6,115.1,171,184,183
P0449,Nancy,Martinez,468-89-8059,2001-12-05,23,555-892-7350,nancy.martinez31@email.com,3521 Elm Dr,Chicago,IL,84304,MRN758285,Stroke,2025-10-10,91/69,79,98.4,117.8,155,197,174
P0450,Sandra,Hernandez,273-47-3645,1999-07-15,26,555-690-6952,sandra.hernandez46@email.com,1561 Main Ave,Columbus,TX,72031,MRN368463,Hypothyroidism,2025-04-16,173/68,67,99.4,84.2,173,143,252
P0451,Anthony,Ramirez,734-97-3113,1951-06-13,74,555-624-6138,anthony.ramirez48@email.com,1467 Cedar Blvd,San Francisco,FL,44449,MRN815711,Hypertension,2025-01-15,172/63,75,98.7,89.3,159,96,224
P0452,Matthew,Garcia,683-61-2195,1979-05-26,46,555-995-8573,matthew.garcia86@email.com,1631 Maple Blvd,Columbus,WA,80138,MRN958038,Atrial Fibrillation,2025-10-04,100/71,66,99.3,114.6,177,121,252
P0453,Nancy,Williams,424-53-8967,1979-12-16,45,555-859-8802,nancy.williams15@email.com,4660 Pine St,Indianapolis,IL,71599,MRN252582,GERD,2025-08-11,130/96,62,99.5,104.2,153,162,260
P0454,Donald,Miller,155-37-1375,1953-07-31,72,555-358-3885,donald.miller11@email.com,2422 Main Rd,Jacksonville,NY,49103,MRN846802,Atrial Fibrillation,2025-04-28,157/73,76,97.5,53.8,177,157,226
P0455,David,Miller,457-63-8890,1947-03-19,78,555-805-3632,david.miller90@email.com,7256 Maple Dr,Jacksonville,MA,83519,MRN921110,Cellulitis,2025-08-19,99/106,97,98.5,72.7,170,73,188
P0456,Sandra,Robinson,251-73-6184,1992-12-26,32,555-516-5305,sandra.robinson67@email.com,160 Pine Ave,Columbus,WA,85809,MRN202179,Hypertension,2025-08-09,114/86,94,98.9,92.1,163,159,203
P0457,Richard,Perez,690-11-7066,1961-12-06,64,555-409-6029,richard.perez65@email.com,2143 Cedar Blvd,Columbus,PA,63790,MRN468814,Hyperlipidemia,2025-02-24,144/93,81,97.3,62.3,177,165,195
P0458,Emily,Martin,266-79-8141,1959-07-23,66,555-965-8167,emily.martin82@email.com,4740 Cedar Dr,Los Angeles,NY,23606,MRN193992,GERD,2025-11-20,168/86,66,98.2,102.6,184,95,263
P0459,Steven,Jackson,925-14-5749,1954-08-30,71,555-328-8448,steven.jackson71@email.com,6343 Main Ave,Charlotte,NY,55955,MRN932308,Atrial Fibrillation,2025-05-01,172/105,85,97.0,76.2,164,199,222
P0460,Sarah,Lewis,774-43-6036,1954-01-06,71,555-347-1068,sarah.lewis54@email.com,635 Main St,Houston,AZ,78021,MRN959868,Osteoporosis,2025-01-25,130/81,70,99.4,119.5,165,170,199
P0461,Michelle,Lee,502-16-8030,1991-01-16,34,555-499-3846,michelle.lee52@email.com,5312 Elm Ave,Fort Worth,CA,23051,MRN844515,Coronary Artery Disease,2025-03-15,105/100,96,99.0,109.0,190,136,291
P0462,David,Hernandez,308-21-2528,2004-04-24,21,555-111-3507,david.hernandez4@email.com,9007 Main Dr,Jacksonville,MA,27111,MRN575745,GERD,2025-01-09,135/71,75,98.6,65.5,162,132,246
P0463,Thomas,Perez,152-45-2359,1989-01-20,36,555-123-2694,thomas.perez15@email.com,7622 Elm St,Los Angeles,IL,47022,MRN374721,Heart Failure,2025-10-12,99/91,83,99.3,64.6,156,195,155
P0464,Anthony,Williams,598-90-2250,1980-12-23,44,555-529-7148,anthony.williams41@email.com,7487 Oak Ave,Dallas,MA,33419,MRN791710,UTI,2025-01-09,167/62,67,99.4,119.6,180,71,190
P0465,Kimberly,White,360-25-4159,1930-12-07,95,555-648-1377,kimberly.white67@email.com,8484 Oak Ave,Austin,NY,38437,MRN130930,Rheumatoid Arthritis,2025-09-19,118/65,68,97.7,83.7,155,159,291
P0466,Charles,Anderson,863-73-8144,1942-05-29,83,555-297-5097,charles.anderson23@email.com,3342 Cedar Rd,Jacksonville,NY,86499,MRN931681,Hypothyroidism,2025-02-01,129/70,73,99.4,84.1,178,178,219
P0467,Christopher,Martin,210-87-7275,1953-09-05,72,555-680-6782,christopher.martin48@email.com,1152 Pine Ave,New York,OH,43169,MRN715377,Sleep Apnea,2025-07-01,167/101,93,97.9,52.1,161,152,259
P0468,Elizabeth,Lopez,351-19-4525,1960-06-07,65,555-248-6151,elizabeth.lopez16@email.com,257 Maple St,San Jose,CA,70997,MRN695034,Rheumatoid Arthritis,2025-08-01,161/64,84,97.7,64.9,163,96,293
P0469,Sarah,Thompson,722-95-2225,1934-01-25,91,555-531-8130,sarah.thompson41@email.com,5344 Oak Ave,New York,FL,75359,MRN149064,Anxiety Disorder,2025-04-27,105/67,88,97.4,72.9,174,130,297
P0470,Mary,Martinez,118-92-1076,1948-07-25,77,555-234-7599,mary.martinez5@email.com,8840 Elm St,San Jose,WA,12132,MRN172827,Stroke,2025-10-11,143/106,79,97.7,102.8,175,90,292
P0471,Christopher,Thomas,727-16-7444,1968-12-21,56,555-565-9082,christopher.thomas83@email.com,2089 Maple Dr,Los Angeles,MA,39362,MRN150157,Diabetes Type 2,2025-09-18,103/80,87,97.6,56.2,173,71,163
P0472,Thomas,Lewis,903-15-2815,2001-07-02,24,555-176-5320,thomas.lewis43@email.com,6318 Maple Ave,Houston,NC,70384,MRN225725,Coronary Artery Disease,2025-06-18,108/108,97,99.2,117.6,176,184,181
P0473,Kimberly,Taylor,346-83-8830,1945-07-28,80,555-429-8908,kimberly.taylor29@email.com,1604 Maple Rd,Chicago,AZ,83205,MRN976129,Depression,2024-12-26,172/107,73,98.7,55.3,181,85,204
P0474,James,Perez,321-69-7308,1983-04-04,42,555-207-6577,james.perez27@email.com,9775 Elm Dr,San Jose,TX,69509,MRN787120,Coronary Artery Disease,2025-03-15,103/68,74,99.3,77.0,178,121,252
P0475,Richard,Williams,384-64-3690,1968-02-21,57,555-763-2672,richard.williams19@email.com,7652 Main St,San Antonio,MA,70404,MRN296114,Anxiety Disorder,2025-11-14,150/102,93,98.1,68.6,185,91,240
P0476,Margaret,Miller,254-60-9227,1952-03-31,73,555-441-1870,margaret.miller57@email.com,4566 Maple St,New York,WA,60137,MRN867559,Sleep Apnea,2025-08-21,127/72,85,97.4,69.3,188,196,282
P0477,Margaret,Brown,797-16-5078,1993-08-16,32,555-217-1870,margaret.brown5@email.com,9524 Maple Ave,Chicago,OH,23242,MRN388840,Depression,2025-01-15,179/105,85,98.0,57.1,194,138,276
P0478,Susan,Garcia,904-36-6695,1970-12-16,54,555-710-5718,susan.garcia94@email.com,150 Main Ave,San Francisco,CO,91542,MRN599917,Osteoporosis,2025-06-25,178/75,70,97.8,54.9,161,155,266
P0479,Barbara,Smith,782-70-8011,1965-12-03,60,555-281-5322,barbara.smith10@email.com,2897 Cedar St,Denver,AZ,72105,MRN711486,Diabetes Type 2,2025-03-23,121/90,67,97.1,51.2,193,144,208
P0480,Kimberly,Taylor,271-28-2538,1995-07-04,30,555-923-6499,kimberly.taylor58@email.com,8139 Cedar Rd,Indianapolis,TX,96954,MRN610125,Anxiety Disorder,2025-05-26,148/60,82,97.8,73.4,183,193,178
P0481,Sarah,Perez,631-91-1339,1989-05-11,36,555-976-4608,sarah.perez85@email.com,2420 Maple Blvd,Boston,CA,85705,MRN877007,Back Pain,2025-04-22,136/73,65,97.5,116.8,190,97,220
P0482,Paul,Lewis,560-77-3866,1973-12-29,51,555-457-6426,paul.lewis51@email.com,9752 Pine Rd,Dallas,CA,15387,MRN707667,Cancer,2024-12-04,133/99,67,98.1,81.9,172,143,178
P0483,James,Thomas,801-28-8640,1988-03-15,37,555-396-3664,james.thomas39@email.com,8076 Maple St,Dallas,MA,69488,MRN142942,Chronic Kidney Disease,2025-07-07,165/67,63,98.2,50.4,172,70,162
P0484,Thomas,Jones,458-46-9224,1936-10-02,89,555-188-5434,thomas.jones19@email.com,3323 Pine Dr,Chicago,TX,38686,MRN133697,Stroke,2025-05-31,121/103,100,98.0,77.9,156,136,227
P0485,Joshua,Martinez,277-82-8140,1966-02-20,59,555-242-4268,joshua.martinez33@email.com,2323 Pine Dr,Philadelphia,TX,49976,MRN189755,Osteoarthritis,2025-02-11,170/89,94,97.5,104.8,177,94,185
P0486,Kimberly,Anderson,810-50-9254,1962-04-19,63,555-462-8006,kimberly.anderson60@email.com,6989 Pine Blvd,Boston,OH,13463,MRN904016,Sleep Apnea,2025-10-14,107/99,79,99.0,90.6,173,102,289
P0487,Andrew,Lewis,400-16-7433,1991-05-15,34,555-786-1097,andrew.lewis60@email.com,8587 Pine St,Chicago,MA,45412,MRN970207,GERD,2025-10-05,132/98,66,99.1,89.6,194,154,165
P0488,Linda,White,698-96-9369,2000-12-10,24,555-309-9458,linda.white19@email.com,9308 Cedar Blvd,Houston,CA,98562,MRN770740,Coronary Artery Disease,2025-06-27,170/79,60,99.0,93.7,162,99,167
P0489,James,Jones,718-25-9516,1995-08-02,30,555-309-2697,james.jones61@email.com,503 Elm Blvd,Jacksonville,MA,25966,MRN414492,Obesity,2025-03-26,113/75,94,97.7,92.9,178,101,260
P0490,Barbara,Lee,122-33-3321,1977-09-14,48,555-623-9956,barbara.lee26@email.com,7901 Pine Rd,Dallas,WA,23109,MRN717363,Stroke,2025-05-24,175/77,85,98.0,106.0,179,176,258
P0491,Barbara,Smith,390-68-2968,1935-06-05,90,555-111-5960,barbara.smith5@email.com,7382 Main Rd,Houston,FL,70076,MRN390354,Diabetes Type 2,2025-09-08,135/92,92,97.5,113.2,183,169,281
P0492,Robert,Garcia,771-29-6764,1935-07-01,90,555-570-3294,robert.garcia36@email.com,5063 Pine St,Charlotte,PA,71833,MRN735271,Migraine,2025-08-28,163/105,92,98.9,86.8,158,152,300
P0493,Donna,Lopez,698-89-7615,1999-11-12,26,555-130-3607,donna.lopez30@email.com,1681 Cedar St,Charlotte,WA,72444,MRN439381,Hypothyroidism,2025-08-02,120/66,71,98.8,76.9,176,86,165
P0494,Michelle,Rodriguez,217-14-2194,1951-06-09,74,555-721-1482,michelle.rodriguez23@email.com,5361 Main Blvd,Jacksonville,IL,93544,MRN701651,Pneumonia,2025-08-18,115/76,91,98.1,70.0,162,111,261
P0495,Kimberly,Sanchez,908-34-2409,1933-12-09,92,555-744-2576,kimberly.sanchez27@email.com,644 Oak St,Austin,PA,84487,MRN673131,Asthma,2025-06-07,113/103,93,98.2,108.3,186,191,278
P0496,Daniel,Lopez,733-81-3258,1999-04-25,26,555-537-7162,daniel.lopez10@email.com,9424 Main Ave,San Francisco,TX,23226,MRN223655,Stroke,2025-08-02,96/98,94,97.8,65.7,168,134,249
